eid,account_number_num_fraud_transactions_per_account_number_7day,account_number_num_fraud_transactions_per_account_number_1day,account_number_num_fraud_transactions_per_account_number_30day,account_number_num_fraud_transactions_per_account_number_90day,account_number_num_order_items_per_account_number_lifetime,num_order_items,account_number_num_fraud_transactions_per_account_number_lifetime,account_number_avg_order_total_per_account_number_30day,account_number_avg_order_total_per_account_number_1day,account_number_sum_order_total_per_account_number_1day,account_number_sum_order_total_per_account_number_7day,account_number_num_order_items_per_account_number_1day,account_number_num_order_items_per_account_number_90day,account_number_avg_order_total_per_account_number_90day,account_number_sum_order_total_per_account_number_90day,account_number_avg_order_total_per_account_number_7day,account_number_num_order_items_per_account_number_30day,account_number_num_order_items_per_account_number_7day,account_number_num_distinct_transaction_per_account_number_7day,order_total,account_number_num_distinct_transaction_per_account_number_90day,account_number_sum_order_total_per_account_number_30day,account_number_num_distinct_transaction_per_account_number_30day,account_number_num_distinct_transaction_per_account_number_1day,is_existing_user_1,is_existing_user_0,status_New,status_Pending,is_billing_shipping_city_same_1,is_billing_shipping_city_same_0,num_order_items_IsNull,order_total_IsNull
898-4200694-9325383,0,0,0,0,2,2.0,0,9.0,9.0,9.0,9.0,2,2,9.0,9.0,9.0,2,2,1,9.0,1,9.0,1,1,1,0,1,0,1,0,0,0
787-6442436-6747028,0,0,0,0,2,2.0,0,162.95,162.95,162.95,162.95,2,2,162.95,162.95,162.95,2,2,1,162.95,1,162.95,1,1,1,0,1,0,1,0,0,0
042-9859389-5372140,0,0,0,0,3,3.0,0,812.95,812.95,812.95,812.95,3,3,812.95,812.95,812.95,3,3,1,812.95,1,812.95,1,1,1,0,1,0,1,0,0,0
069-6141584-8082255,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,160.20269675925925,1,0.0,1,1,1,0,1,0,1,0,0,1
939-5734945-7710744,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,160.20269675925925,1,0.0,1,1,1,0,1,0,1,0,0,1
383-6217688-3582750,0,0,0,0,2,2.0,0,9.0,9.0,9.0,9.0,2,2,9.0,9.0,9.0,2,2,1,9.0,1,9.0,1,1,1,0,1,0,1,0,0,0
708-5302261-7109231,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,160.20269675925925,1,0.0,1,1,1,0,1,0,1,0,0,1
442-4186473-4712504,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,160.20269675925925,1,0.0,1,1,1,0,1,0,0,1,0,1
771-7196674-4483739,1,1,1,1,0,0.0,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,160.20269675925925,1,0.0,1,1,0,1,1,0,1,0,0,1
528-9467077-1301648,0,0,0,0,3,3.0,0,5.0,5.0,5.0,5.0,3,3,5.0,5.0,5.0,3,3,1,5.0,1,5.0,1,1,1,0,1,0,1,0,0,0
607-7828792-4248237,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,160.20269675925925,1,0.0,1,1,0,1,1,0,1,0,0,1
207-2534995-3866697,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,160.20269675925925,1,0.0,1,1,1,0,1,0,1,0,0,1
043-0066487-8190320,0,0,0,0,2,2.0,0,262.95,262.95,262.95,262.95,2,2,262.95,262.95,262.95,2,2,1,262.95,1,262.95,1,1,1,0,1,0,1,0,0,0
651-6495978-5662774,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,160.20269675925925,1,0.0,1,1,1,0,1,0,1,0,0,1
488-8848178-4289730,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,2,160.20269675925925,2,0.0,2,1,1,0,1,0,1,0,0,1
120-0282163-6299646,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,160.20269675925925,1,0.0,1,1,1,0,1,0,1,0,0,1
121-2006541-5183130,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,2,160.20269675925925,2,0.0,2,2,1,0,1,0,1,0,0,1
806-7054062-4878411,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,160.20269675925925,1,0.0,1,1,0,1,1,0,1,0,0,1
668-5112141-4256476,1,1,1,1,5,2.0,1,467.9500000000001,612.95,612.95,935.9,2,5,467.9500000000001,935.9,467.9500000000001,5,2,2,612.95,2,935.9,2,1,1,0,1,0,1,0,0,0
613-2354852-7516712,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,160.20269675925925,1,0.0,1,1,0,1,1,0,1,0,0,1
243-4405577-9305255,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,160.20269675925925,1,0.0,1,1,0,1,1,0,1,0,0,1
726-5687399-4385030,0,0,0,0,2,2.0,0,276.98,276.98,276.98,276.98,2,2,276.98,276.98,276.98,2,2,1,276.98,1,276.98,1,1,1,0,1,0,1,0,0,0
163-6742279-9814411,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,160.20269675925925,1,0.0,1,1,0,1,1,0,1,0,0,1
254-2524137-4828398,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,160.20269675925925,1,0.0,1,1,0,1,1,0,1,0,0,1
306-3021710-4091202,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,160.20269675925925,1,0.0,1,1,1,0,1,0,1,0,0,1
781-6949315-4518339,1,1,1,1,2,2.0,1,262.95,262.95,262.95,262.95,2,2,262.95,262.95,262.95,2,2,1,262.95,1,262.95,1,1,0,1,1,0,0,1,0,0
241-8822542-4507836,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,160.20269675925925,1,0.0,1,1,1,0,1,0,1,0,0,1
471-9584710-7345272,0,0,0,0,2,2.0,0,262.95,262.95,262.95,262.95,2,2,262.95,262.95,262.95,2,2,1,262.95,1,262.95,1,1,0,1,1,0,1,0,0,0
154-9652161-8895803,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,160.20269675925925,1,0.0,1,1,1,0,1,0,1,0,0,1
052-6261642-3979688,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,160.20269675925925,1,0.0,1,1,1,0,1,0,1,0,0,1
426-6535174-7543616,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,160.20269675925925,1,0.0,1,1,1,0,1,0,1,0,0,1
987-0906783-5684504,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,160.20269675925925,1,0.0,1,1,1,0,1,0,1,0,0,1
484-1817059-8063818,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,160.20269675925925,1,0.0,1,1,0,1,1,0,1,0,0,1
070-9924377-7934409,0,0,0,0,2,2.0,0,9.0,9.0,9.0,9.0,2,2,9.0,9.0,9.0,2,2,1,9.0,1,9.0,1,1,0,1,1,0,1,0,0,0
952-8326821-9080103,0,0,0,0,2,0.0,0,4.5,0.0,0.0,0.0,0,2,4.5,9.0,0.0,0,0,1,160.20269675925925,2,9.0,2,1,1,0,1,0,1,0,0,1
742-4153085-9129413,0,0,0,0,2,2.0,0,9.0,9.0,9.0,9.0,2,2,9.0,9.0,9.0,2,2,1,9.0,1,9.0,1,1,1,0,1,0,1,0,0,0
812-9634256-6462392,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,160.20269675925925,1,0.0,1,1,1,0,1,0,1,0,0,1
292-1981064-1208589,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,160.20269675925925,1,0.0,1,1,1,0,1,0,1,0,0,1
036-7800116-6665188,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,160.20269675925925,1,0.0,1,1,1,0,1,0,1,0,0,1
762-2344523-1338254,0,0,0,0,2,2.0,0,9.0,9.0,9.0,9.0,2,2,9.0,9.0,9.0,2,2,1,9.0,1,9.0,1,1,1,0,1,0,1,0,0,0
766-5752340-6060953,0,0,0,0,2,2.0,0,9.0,9.0,9.0,9.0,2,2,9.0,9.0,9.0,2,2,1,9.0,1,9.0,1,1,1,0,1,0,1,0,0,0
710-3414108-7031392,0,0,0,0,2,2.0,0,204.97,204.97,204.97,204.97,2,2,204.97,204.97,204.97,2,2,1,204.97,1,204.97,1,1,1,0,1,0,1,0,0,0
790-8346931-1718193,0,0,0,0,2,2.0,0,272.98,272.98,272.98,272.98,2,2,272.98,272.98,272.98,2,2,1,272.98,1,272.98,1,1,1,0,1,0,1,0,0,0
184-3126317-6791645,0,0,0,0,2,2.0,0,312.95,312.95,312.95,312.95,2,2,312.95,312.95,312.95,2,2,1,312.95,1,312.95,1,1,1,0,1,0,1,0,0,0
253-8368628-8200503,0,0,0,0,2,2.0,0,192.95,192.95,192.95,192.95,2,2,192.95,192.95,192.95,2,2,1,192.95,1,192.95,1,1,1,0,1,0,0,1,0,0
200-4612228-9849151,0,0,0,0,2,2.0,0,362.95,362.95,362.95,362.95,2,2,362.95,362.95,362.95,2,2,1,362.95,1,362.95,1,1,1,0,1,0,1,0,0,0
956-5317569-5241873,0,0,0,0,2,2.0,0,912.95,912.95,912.95,912.95,2,2,912.95,912.95,912.95,2,2,1,912.95,1,912.95,1,1,1,0,1,0,1,0,0,0
449-9111761-4925427,0,0,0,0,2,2.0,0,412.95,412.95,412.95,412.95,2,2,412.95,412.95,412.95,2,2,1,412.95,1,412.95,1,1,1,0,1,0,0,1,0,0
487-8182695-5892929,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,160.20269675925925,1,0.0,1,1,1,0,1,0,1,0,0,1
463-8055333-7729322,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,160.20269675925925,1,0.0,1,1,1,0,1,0,1,0,0,1
010-0571109-7225539,0,0,0,0,2,2.0,0,9.0,9.0,9.0,9.0,2,2,9.0,9.0,9.0,2,2,1,9.0,1,9.0,1,1,1,0,1,0,1,0,0,0
737-6426125-4321216,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,160.20269675925925,1,0.0,1,1,1,0,1,0,1,0,0,1
342-7853778-6655085,0,0,0,0,2,2.0,0,9.0,9.0,9.0,9.0,2,2,9.0,9.0,9.0,2,2,1,9.0,1,9.0,1,1,1,0,1,0,0,1,0,0
186-6706445-5102640,0,0,0,0,3,3.0,0,96.475,192.95,192.95,192.95,3,3,96.475,192.95,192.95,3,3,1,192.95,2,192.95,2,1,1,0,1,0,1,0,0,0
398-6971757-5812271,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,160.20269675925925,1,0.0,1,1,1,0,1,0,1,0,0,1
940-1561767-5374679,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,160.20269675925925,1,0.0,1,1,0,1,1,0,1,0,0,1
702-1255031-8020374,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,160.20269675925925,1,0.0,1,1,1,0,1,0,1,0,0,1
966-2604242-5992110,0,0,0,0,2,2.0,0,9.0,9.0,9.0,9.0,2,2,9.0,9.0,9.0,2,2,1,9.0,1,9.0,1,1,1,0,1,0,1,0,0,0
160-8158400-6692819,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,160.20269675925925,1,0.0,1,1,1,0,1,0,1,0,0,1
597-2258579-6833371,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,160.20269675925925,1,0.0,1,1,1,0,1,0,1,0,0,1
261-3866392-8743601,0,0,0,0,2,2.0,0,26.7,26.7,26.7,26.7,2,2,26.7,26.7,26.7,2,2,1,26.7,1,26.7,1,1,1,0,1,0,1,0,0,0
340-5939386-3546518,0,0,0,0,2,2.0,0,9.0,9.0,9.0,9.0,2,2,9.0,9.0,9.0,2,2,1,9.0,1,9.0,1,1,1,0,1,0,1,0,0,0
408-7681034-5735555,0,0,0,0,2,2.0,0,212.95,212.95,212.95,212.95,2,2,212.95,212.95,212.95,2,2,1,212.95,1,212.95,1,1,1,0,1,0,1,0,0,0
903-9985418-2185683,0,0,0,0,6,3.0,0,562.95,562.95,562.95,1125.9,3,6,562.95,1125.9,562.95,6,3,2,562.95,2,1125.9,2,1,1,0,1,0,0,1,0,0
340-9594293-2971726,0,0,0,0,2,2.0,0,162.95,162.95,162.95,162.95,2,2,162.95,162.95,162.95,2,2,1,162.95,1,162.95,1,1,1,0,1,0,1,0,0,0
794-3033804-8324181,1,1,1,1,2,2.0,1,492.95,492.95,492.95,492.95,2,2,492.95,492.95,492.95,2,2,1,492.95,1,492.95,1,1,0,1,1,0,0,1,0,0
459-3405877-7360795,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,160.20269675925925,1,0.0,1,1,1,0,1,0,1,0,0,1
317-8880836-8260976,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,160.20269675925925,1,0.0,1,1,1,0,1,0,1,0,0,1
748-2502967-5950583,0,0,0,0,2,2.0,0,192.95,192.95,192.95,192.95,2,2,192.95,192.95,192.95,2,2,1,192.95,1,192.95,1,1,1,0,1,0,1,0,0,0
319-5160625-5281563,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,160.20269675925925,1,0.0,1,1,1,0,1,0,0,1,0,1
584-2601850-7213896,0,0,0,0,2,2.0,0,202.43,202.43,202.43,202.43,2,2,202.43,202.43,202.43,2,2,1,202.43,1,202.43,1,1,1,0,1,0,1,0,0,0
166-5290487-9511881,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,160.20269675925925,1,0.0,1,1,1,0,1,0,1,0,0,1
058-6681272-1926441,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,160.20269675925925,1,0.0,1,1,1,0,1,0,0,1,0,1
832-2571761-5614324,0,0,0,0,3,3.0,0,34.0,34.0,34.0,34.0,3,3,34.0,34.0,34.0,3,3,1,34.0,1,34.0,1,1,1,0,1,0,1,0,0,0
615-0400728-0879547,0,0,0,0,2,2.0,0,9.0,9.0,9.0,9.0,2,2,9.0,9.0,9.0,2,2,1,9.0,1,9.0,1,1,1,0,1,0,1,0,0,0
405-9025275-3008876,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,160.20269675925925,1,0.0,1,1,1,0,1,0,1,0,0,1
225-4356029-9459619,0,0,0,0,2,2.0,0,9.0,9.0,9.0,9.0,2,2,9.0,9.0,9.0,2,2,1,9.0,1,9.0,1,1,1,0,1,0,1,0,0,0
978-1347254-9956589,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,160.20269675925925,1,0.0,1,1,1,0,1,0,1,0,0,1
736-1608368-2479561,0,0,0,0,2,2.0,0,9.0,9.0,9.0,9.0,2,2,9.0,9.0,9.0,2,2,1,9.0,1,9.0,1,1,1,0,1,0,1,0,0,0
136-1819449-9891660,0,0,0,0,3,3.0,0,372.95,372.95,372.95,372.95,3,3,372.95,372.95,372.95,3,3,1,372.95,1,372.95,1,1,0,1,1,0,1,0,0,0
220-7151220-1711610,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,160.20269675925925,1,0.0,1,1,1,0,1,0,1,0,0,1
727-6596694-5778145,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,160.20269675925925,1,0.0,1,1,1,0,1,0,0,1,0,1
123-5563162-6083422,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,160.20269675925925,1,0.0,1,1,1,0,1,0,1,0,0,1
039-4341107-3911541,0,0,0,0,2,2.0,0,9.0,9.0,9.0,9.0,2,2,9.0,9.0,9.0,2,2,1,9.0,1,9.0,1,1,1,0,1,0,1,0,0,0
958-8973789-5768624,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,160.20269675925925,1,0.0,1,1,1,0,1,0,1,0,0,1
892-4565642-6462669,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,160.20269675925925,1,0.0,1,1,1,0,1,0,0,1,0,1
376-1122340-2416133,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,160.20269675925925,1,0.0,1,1,1,0,1,0,0,1,0,1
395-4187756-2226207,0,0,0,0,3,3.0,0,17.0,17.0,34.0,34.0,3,3,17.0,34.0,17.0,3,3,2,34.0,2,34.0,2,2,1,0,1,0,1,0,0,0
554-0540219-9414446,0,0,0,0,4,2.0,0,912.95,912.95,912.95,1825.9,2,4,912.95,1825.9,912.95,4,2,2,912.95,2,1825.9,2,1,1,0,1,0,1,0,0,0
869-7730416-5049455,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,160.20269675925925,1,0.0,1,1,1,0,1,0,1,0,0,1
773-5666403-6726315,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,160.20269675925925,1,0.0,1,1,1,0,1,0,1,0,0,1
136-4136866-7738041,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,160.20269675925925,1,0.0,1,1,1,0,1,0,1,0,0,1
488-7205328-9963933,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,160.20269675925925,1,0.0,1,1,1,0,1,0,1,0,0,1
621-5333005-5779855,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,160.20269675925925,1,0.0,1,1,0,1,1,0,1,0,0,1
666-7848412-3290391,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,160.20269675925925,1,0.0,1,1,1,0,1,0,1,0,0,1
964-0575376-4318225,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,160.20269675925925,1,0.0,1,1,1,0,1,0,1,0,0,1
472-7211431-0239517,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,160.20269675925925,1,0.0,1,1,1,0,1,0,0,1,0,1
778-0979806-0251079,0,0,0,0,2,2.0,0,362.95,362.95,362.95,362.95,2,2,362.95,362.95,362.95,2,2,1,362.95,1,362.95,1,1,1,0,1,0,1,0,0,0
055-2214463-4315652,0,0,0,0,2,2.0,0,512.95,512.95,512.95,512.95,2,2,512.95,512.95,512.95,2,2,1,512.95,1,512.95,1,1,1,0,1,0,1,0,0,0
395-5999430-2474051,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,160.20269675925925,1,0.0,1,1,1,0,1,0,1,0,0,1
042-8970820-2502797,0,0,0,0,2,2.0,0,212.95,212.95,212.95,212.95,2,2,212.95,212.95,212.95,2,2,1,212.95,1,212.95,1,1,1,0,1,0,1,0,0,0
436-9457784-2457526,0,0,0,0,2,2.0,0,262.95,262.95,262.95,262.95,2,2,262.95,262.95,262.95,2,2,1,262.95,1,262.95,1,1,1,0,1,0,1,0,0,0
396-1437040-2274157,0,0,0,0,2,2.0,0,162.95,162.95,162.95,162.95,2,2,162.95,162.95,162.95,2,2,1,162.95,1,162.95,1,1,1,0,1,0,1,0,0,0
605-4929707-4048865,0,0,0,0,2,2.0,0,212.95,212.95,212.95,212.95,2,2,212.95,212.95,212.95,2,2,1,212.95,1,212.95,1,1,1,0,1,0,1,0,0,0
409-1598325-3070577,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,160.20269675925925,1,0.0,1,1,1,0,1,0,1,0,0,1
503-2314024-9739146,0,0,0,0,2,2.0,0,312.95,312.95,312.95,312.95,2,2,312.95,312.95,312.95,2,2,1,312.95,1,312.95,1,1,1,0,1,0,1,0,0,0
405-1576674-5529360,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,160.20269675925925,1,0.0,1,1,1,0,1,0,1,0,0,1
569-4245815-3822760,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,160.20269675925925,1,0.0,1,1,1,0,1,0,1,0,0,1
751-1948569-9379823,0,0,0,0,2,2.0,0,192.95,192.95,192.95,192.95,2,2,192.95,192.95,192.95,2,2,1,192.95,1,192.95,1,1,1,0,1,0,1,0,0,0
797-7095705-4300472,0,0,0,0,3,3.0,0,399.0,399.0,399.0,399.0,3,3,399.0,399.0,399.0,3,3,1,399.0,1,399.0,1,1,1,0,1,0,1,0,0,0
932-8639967-6509221,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,160.20269675925925,1,0.0,1,1,0,1,1,0,1,0,0,1
073-0672536-7026322,0,0,0,0,5,2.0,0,11.5,9.0,9.0,23.0,2,5,11.5,23.0,11.5,5,2,2,9.0,2,23.0,2,1,1,0,1,0,1,0,0,0
569-5546729-3853645,0,0,0,0,2,2.0,0,9.0,9.0,9.0,9.0,2,2,9.0,9.0,9.0,2,2,1,9.0,1,9.0,1,1,1,0,1,0,1,0,0,0
644-0388434-6344438,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,160.20269675925925,1,0.0,1,1,1,0,1,0,1,0,0,1
643-9881306-2132403,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,160.20269675925925,1,0.0,1,1,1,0,1,0,1,0,0,1
905-3356811-9373285,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,160.20269675925925,1,0.0,1,1,1,0,1,0,1,0,0,1
674-5376794-6504732,0,0,0,0,3,3.0,0,511.95,511.95,511.95,511.95,3,3,511.95,511.95,511.95,3,3,1,511.95,1,511.95,1,1,1,0,1,0,1,0,0,0
314-4958334-5022544,0,0,0,0,2,2.0,0,262.95,262.95,262.95,262.95,2,2,262.95,262.95,262.95,2,2,1,262.95,1,262.95,1,1,1,0,1,0,1,0,0,0
250-3544199-9698755,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,160.20269675925925,1,0.0,1,1,1,0,1,0,1,0,0,1
448-7999443-3366464,1,1,1,1,0,0.0,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,160.20269675925925,1,0.0,1,1,1,0,1,0,0,1,0,1
697-8681578-3572393,0,0,0,0,2,2.0,0,312.95,312.95,312.95,312.95,2,2,312.95,312.95,312.95,2,2,1,312.95,1,312.95,1,1,1,0,1,0,1,0,0,0
350-3204692-6896078,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,160.20269675925925,1,0.0,1,1,1,0,1,0,1,0,0,1
352-3272244-0150160,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,160.20269675925925,1,0.0,1,1,1,0,1,0,1,0,0,1
131-4519189-6038250,0,0,0,0,2,0.0,0,4.5,0.0,0.0,0.0,0,2,4.5,9.0,0.0,0,0,1,160.20269675925925,2,9.0,2,1,1,0,1,0,1,0,0,1
592-4942056-8024787,0,0,0,0,3,3.0,0,349.0,349.0,349.0,349.0,3,3,349.0,349.0,349.0,3,3,1,349.0,1,349.0,1,1,1,0,1,0,1,0,0,0
996-2054667-2558775,0,0,0,0,2,2.0,0,162.95,162.95,162.95,162.95,2,2,162.95,162.95,162.95,2,2,1,162.95,1,162.95,1,1,1,0,1,0,1,0,0,0
360-9025186-8143472,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,160.20269675925925,1,0.0,1,1,1,0,1,0,1,0,0,1
769-4357082-7121149,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,160.20269675925925,1,0.0,1,1,1,0,1,0,1,0,0,1
978-8499420-8168086,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,160.20269675925925,1,0.0,1,1,1,0,1,0,1,0,0,1
631-8349541-7722843,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,160.20269675925925,1,0.0,1,1,1,0,1,0,1,0,0,1
024-4657903-2900001,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,160.20269675925925,1,0.0,1,1,1,0,1,0,1,0,0,1
863-0929759-8996308,0,0,0,0,2,2.0,0,9.0,9.0,9.0,9.0,2,2,9.0,9.0,9.0,2,2,1,9.0,1,9.0,1,1,1,0,1,0,1,0,0,0
191-3110161-1393160,0,0,0,0,3,3.0,0,36.74,36.74,36.74,36.74,3,3,36.74,36.74,36.74,3,3,1,36.74,1,36.74,1,1,1,0,1,0,1,0,0,0
933-7491005-6675797,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,160.20269675925925,1,0.0,1,1,1,0,1,0,1,0,0,1
410-7579921-0658072,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,2,160.20269675925925,2,0.0,2,2,1,0,1,0,1,0,0,1
308-8318798-5176717,0,0,0,0,2,2.0,0,9.0,9.0,9.0,9.0,2,2,9.0,9.0,9.0,2,2,1,9.0,1,9.0,1,1,1,0,1,0,1,0,0,0
823-7678437-0972467,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,160.20269675925925,1,0.0,1,1,0,1,1,0,1,0,0,1
145-3186624-0953581,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,160.20269675925925,1,0.0,1,1,1,0,1,0,1,0,0,1
343-0323913-3514822,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,160.20269675925925,1,0.0,1,1,1,0,1,0,1,0,0,1
